"AGGFACT_CODE","BI_CODE"
"AGGFACT:1","MEDPOE:19707"
"AGGFACT:1","MEDPOE:19709"
"AGGFACT:1","MEDPOE:19710"
"AGGFACT:1","MEDPOE:19715"
"AGGFACT:1","MEDPOE:19719"
"AGGFACT:1","MEDPOE:19720"
"AGGFACT:1","MEDPOE:19721"
"AGGFACT:1","MEDPOE:19725"
"AGGFACT:1","MEDPOE:19728"
"AGGFACT:1","MEDPOE:19729"
"AGGFACT:1","MEDPOE:19730"
"AGGFACT:1","MEDPOE:19731"
"AGGFACT:1","MEDPOE:19737"
"AGGFACT:1","MEDPOE:19738"
"AGGFACT:1","MEDPOE:19739"
"AGGFACT:1","MEDPOE:20172"
"AGGFACT:1","MEDPOE:20182"
"AGGFACT:1","MEDPOE:21815"
"AGGFACT:1","MEDPOE:29597"
"AGGFACT:1","MEDPOE:29600"
"AGGFACT:1","MEDPOE:29604"
"AGGFACT:1","MEDPOE:29605"
"AGGFACT:1","MEDPOE:19722"
"AGGFACT:1","MEDPOE:19723"
"AGGFACT:1","MEDPOE:19741"
"AGGFACT:1","MEDPOE:19747"
"AGGFACT:1","MEDPOE:29598"
"AGGFACT:1","MEDPOE:29601"
"AGGFACT:1","MEDPOE:29602"
"AGGFACT:1","MEDPOE:29606"
"AGGFACT:1","MEDPOE:29607"
"AGGFACT:1","MEDPOE:19684"
"AGGFACT:1","MEDPOE:19690"
"AGGFACT:1","MEDPOE:19696"
"AGGFACT:1","MEDPOE:19697"
"AGGFACT:1","MEDPOE:19700"
"AGGFACT:1","MEDPOE:19702"
"AGGFACT:1","MEDPOE:19703"
"AGGFACT:1","MEDPOE:19734"
"AGGFACT:1","MEDPOE:19735"
"AGGFACT:1","MEDPOE:19742"
"AGGFACT:1","MEDPOE:19743"
"AGGFACT:1","MEDPOE:19744"
"AGGFACT:1","MEDPOE:19745"
"AGGFACT:1","MEDPOE:19746"
"AGGFACT:1","MEDPOE:29603"
"AGGFACT:1","MEDPOE:29608"
"AGGFACT:1","MEDPOE:29609"
"AGGFACT:1","MEDPOE:19686"
"AGGFACT:1","MEDPOE:19688"
"AGGFACT:1","MEDPOE:19693"
"AGGFACT:1","MEDPOE:19698"
"AGGFACT:1","MEDPOE:19704"
"AGGFACT:1","MEDPOE:24702"
"AGGFACT:1","MEDPOE:29594"
"AGGFACT:1","MEDPOE:29595"
"AGGFACT:1","MEDPOE:29596"
"AGGFACT:1","MEDPOE:20169"
"AGGFACT:1","MEDPOE:20170"
"AGGFACT:1","MEDPOE:20174"
"AGGFACT:1","MEDPOE:20175"
"AGGFACT:1","MEDPOE:20176"
"AGGFACT:1","MEDPOE:20178"
"AGGFACT:1","MEDPOE:20179"
"AGGFACT:1","MEDPOE:20183"
"AGGFACT:1","MEDPOE:20184"
"AGGFACT:1","MEDPOE:20185"
"AGGFACT:1","MEDPOE:20186"
"AGGFACT:1","MEDPOE:20187"
"AGGFACT:1","MEDPOE:20193"
"AGGFACT:1","MEDPOE:21234"
"AGGFACT:1","MEDPOE:21817"
"AGGFACT:1","MEDPOE:29714"
"AGGFACT:1","MEDPOE:29715"
"AGGFACT:1","MEDPOE:29716"
"AGGFACT:1","MEDPOE:30214"
"AGGFACT:1","MEDPOE:30215"
"AGGFACT:1","MEDPOE:20177"
"AGGFACT:1","MEDPOE:20180"
"AGGFACT:1","MEDPOE:20188"
"AGGFACT:1","MEDPOE:20189"
"AGGFACT:1","MEDPOE:21820"
"AGGFACT:1","MEDPOE:21821"
"AGGFACT:1","MEDPOE:21822"
"AGGFACT:1","MEDPOE:21823"
"AGGFACT:1","MEDPOE:29717"
"AGGFACT:1","MEDPOE:30216"
"AGGFACT:1","MEDPOE:30217"
"AGGFACT:1","MEDPOE:30218"
"AGGFACT:1","MEDPOE:19692"
"AGGFACT:1","MEDPOE:19705"
"AGGFACT:1","MEDPOE:25385"
"AGGFACT:1","MEDPOE:20191"
"AGGFACT:1","MEDPOE:20192"
"AGGFACT:1","MEDPOE:1666"
"AGGFACT:1","MEDOMR:24064"
"AGGFACT:1","MEDOMR:24065"
"AGGFACT:1","MEDOMR:24066"
"AGGFACT:1","MEDOMR:34651"
"AGGFACT:1","MEDOMR:34652"
"AGGFACT:1","MEDOMR:34653"
"AGGFACT:1","MEDOMR:34654"
"AGGFACT:1","MEDOMR:34655"
"AGGFACT:1","MEDOMR:34656"
"AGGFACT:1","MEDOMR:34657"
"AGGFACT:1","MEDOMR:34658"
"AGGFACT:1","MEDOMR:34659"
"AGGFACT:1","MEDOMR:34660"
"AGGFACT:1","MEDOMR:34661"
"AGGFACT:1","MEDOMR:34662"
"AGGFACT:1","MEDOMR:34663"
"AGGFACT:1","MEDOMR:34664"
"AGGFACT:1","MEDOMR:36981"
"AGGFACT:1","MEDOMR:78139"
"AGGFACT:1","MEDOMR:78140"
"AGGFACT:1","MEDOMR:78141"
"AGGFACT:1","MEDOMR:78142"
"AGGFACT:1","MEDOMR:78143"
"AGGFACT:1","MEDOMR:78144"
"AGGFACT:1","MEDOMR:78145"
"AGGFACT:1","MEDOMR:78146"
"AGGFACT:1","MEDOMR:78147"
"AGGFACT:1","MEDOMR:78148"
"AGGFACT:1","MEDOMR:78149"
"AGGFACT:1","MEDOMR:78150"
"AGGFACT:1","MEDOMR:78151"
"AGGFACT:1","MEDOMR:78152"
"AGGFACT:1","MEDOMR:78153"
"AGGFACT:1","MEDOMR:78154"
"AGGFACT:1","MEDOMR:78155"
"AGGFACT:1","MEDOMR:78156"
"AGGFACT:1","MEDOMR:78157"
"AGGFACT:1","MEDOMR:78158"
"AGGFACT:1","MEDOMR:78159"
"AGGFACT:1","MEDOMR:78160"
"AGGFACT:1","MEDOMR:78161"
"AGGFACT:1","MEDOMR:78162"
"AGGFACT:1","MEDOMR:78163"
"AGGFACT:1","MEDOMR:78164"
"AGGFACT:1","MEDOMR:78165"
"AGGFACT:1","MEDOMR:78166"
"AGGFACT:1","MEDOMR:78167"
"AGGFACT:1","MEDOMR:78168"
"AGGFACT:1","MEDOMR:78169"
"AGGFACT:1","MEDOMR:78170"
"AGGFACT:1","MEDOMR:78171"
"AGGFACT:1","MEDOMR:78172"
"AGGFACT:1","MEDOMR:78173"
"AGGFACT:1","MEDOMR:78174"
"AGGFACT:1","MEDOMR:78175"
"AGGFACT:1","MEDOMR:78176"
"AGGFACT:1","MEDOMR:78177"
"AGGFACT:1","MEDOMR:78178"
"AGGFACT:1","MEDOMR:78179"
"AGGFACT:1","MEDOMR:78180"
"AGGFACT:1","MEDOMR:78181"
"AGGFACT:1","MEDOMR:78183"
"AGGFACT:1","MEDOMR:78184"
"AGGFACT:1","MEDOMR:78185"
"AGGFACT:1","MEDOMR:78186"
"AGGFACT:1","MEDOMR:78187"
"AGGFACT:1","MEDOMR:78188"
"AGGFACT:1","MEDOMR:78189"
"AGGFACT:1","MEDOMR:78193"
"AGGFACT:1","MEDOMR:78194"
"AGGFACT:1","MEDOMR:78195"
"AGGFACT:1","MEDOMR:78196"
"AGGFACT:1","MEDOMR:78197"
"AGGFACT:1","MEDOMR:78198"
"AGGFACT:1","MEDOMR:78199"
"AGGFACT:1","MEDOMR:78200"
"AGGFACT:1","MEDOMR:78201"
"AGGFACT:1","MEDOMR:78202"
"AGGFACT:1","MEDOMR:78203"
"AGGFACT:1","MEDOMR:78204"
"AGGFACT:1","MEDOMR:78205"
"AGGFACT:1","MEDOMR:78206"
"AGGFACT:1","MEDOMR:78207"
"AGGFACT:1","MEDOMR:78208"
"AGGFACT:1","MEDOMR:78209"
"AGGFACT:1","MEDOMR:78210"
"AGGFACT:1","MEDOMR:78211"
"AGGFACT:1","MEDOMR:78212"
"AGGFACT:1","MEDOMR:78213"
"AGGFACT:1","MEDOMR:78214"
"AGGFACT:1","MEDOMR:78215"
"AGGFACT:1","MEDOMR:78216"
"AGGFACT:1","MEDOMR:78217"
"AGGFACT:1","MEDOMR:78218"
"AGGFACT:1","MEDOMR:78219"
"AGGFACT:1","MEDOMR:78220"
"AGGFACT:1","MEDOMR:78221"
"AGGFACT:1","MEDOMR:78222"
"AGGFACT:1","MEDOMR:78223"
"AGGFACT:1","MEDOMR:78224"
"AGGFACT:1","MEDOMR:78225"
"AGGFACT:1","MEDOMR:78226"
"AGGFACT:1","MEDOMR:78227"
"AGGFACT:1","MEDOMR:78228"
"AGGFACT:1","MEDOMR:78229"
"AGGFACT:1","MEDOMR:78230"
"AGGFACT:1","MEDOMR:78231"
"AGGFACT:1","MEDOMR:78232"
"AGGFACT:1","MEDOMR:78233"
"AGGFACT:1","MEDOMR:78234"
"AGGFACT:1","MEDOMR:78235"
"AGGFACT:1","MEDOMR:78236"
"AGGFACT:1","MEDOMR:78237"
"AGGFACT:1","MEDOMR:78238"
"AGGFACT:1","MEDOMR:78239"
"AGGFACT:1","MEDOMR:78241"
"AGGFACT:1","MEDOMR:78243"
"AGGFACT:1","MEDOMR:78244"
"AGGFACT:1","MEDOMR:78245"
"AGGFACT:1","MEDOMR:78246"
"AGGFACT:1","MEDOMR:78247"
"AGGFACT:1","MEDOMR:78248"
"AGGFACT:1","MEDOMR:78249"
"AGGFACT:1","MEDOMR:78250"
"AGGFACT:1","MEDOMR:78251"
"AGGFACT:1","MEDOMR:78253"
"AGGFACT:1","MEDOMR:78257"
"AGGFACT:1","MEDOMR:78262"
"AGGFACT:1","MEDOMR:78263"
"AGGFACT:1","MEDOMR:78264"
"AGGFACT:1","MEDOMR:78265"
"AGGFACT:1","MEDOMR:78266"
"AGGFACT:1","MEDOMR:78267"
"AGGFACT:1","MEDOMR:78269"
"AGGFACT:1","MEDOMR:78270"
"AGGFACT:1","MEDOMR:78271"
"AGGFACT:1","MEDOMR:78272"
"AGGFACT:1","MEDOMR:78273"
"AGGFACT:1","MEDOMR:78274"
"AGGFACT:1","MEDOMR:78275"
"AGGFACT:1","MEDOMR:78276"
"AGGFACT:1","MEDOMR:78277"
"AGGFACT:1","MEDOMR:78278"
"AGGFACT:1","MEDOMR:78279"
"AGGFACT:1","MEDOMR:78280"
"AGGFACT:1","MEDOMR:78281"
"AGGFACT:1","MEDOMR:78282"
"AGGFACT:1","MEDOMR:78283"
"AGGFACT:1","MEDOMR:78284"
"AGGFACT:1","MEDOMR:78285"
"AGGFACT:1","MEDOMR:78286"
"AGGFACT:1","MEDOMR:78287"
"AGGFACT:1","MEDOMR:78288"
"AGGFACT:1","MEDOMR:78289"
"AGGFACT:1","MEDOMR:78290"
"AGGFACT:1","MEDOMR:78291"
"AGGFACT:1","MEDOMR:78292"
"AGGFACT:1","MEDOMR:78293"
"AGGFACT:1","MEDOMR:78294"
"AGGFACT:1","MEDOMR:78295"
"AGGFACT:1","MEDOMR:78296"
"AGGFACT:1","MEDOMR:78297"
"AGGFACT:1","MEDOMR:78298"
"AGGFACT:1","MEDOMR:78299"
"AGGFACT:1","MEDOMR:78300"
"AGGFACT:1","MEDOMR:78301"
"AGGFACT:1","MEDOMR:78302"
"AGGFACT:1","MEDOMR:78303"
"AGGFACT:1","MEDOMR:78305"
"AGGFACT:1","MEDOMR:78306"
"AGGFACT:1","MEDOMR:78308"
"AGGFACT:1","MEDOMR:78309"
"AGGFACT:1","MEDOMR:78310"
"AGGFACT:1","MEDOMR:78311"
"AGGFACT:1","MEDOMR:78312"
"AGGFACT:1","MEDOMR:78313"
"AGGFACT:1","MEDOMR:78315"
"AGGFACT:1","MEDOMR:78316"
"AGGFACT:1","MEDOMR:78317"
"AGGFACT:1","MEDOMR:78318"
"AGGFACT:1","MEDOMR:78319"
"AGGFACT:1","MEDOMR:78320"
"AGGFACT:1","MEDOMR:78321"
"AGGFACT:1","MEDOMR:78324"
"AGGFACT:1","MEDOMR:78325"
"AGGFACT:1","MEDOMR:78326"
"AGGFACT:1","MEDOMR:78327"
"AGGFACT:1","MEDOMR:78328"
"AGGFACT:1","MEDOMR:78329"
"AGGFACT:1","MEDOMR:78330"
"AGGFACT:1","MEDOMR:78331"
"AGGFACT:1","MEDOMR:78332"
"AGGFACT:1","MEDOMR:78333"
"AGGFACT:1","MEDOMR:78334"
"AGGFACT:1","MEDOMR:78335"
"AGGFACT:1","MEDOMR:78336"
"AGGFACT:1","MEDOMR:78337"
"AGGFACT:1","MEDOMR:78338"
"AGGFACT:1","MEDOMR:78339"
"AGGFACT:1","MEDOMR:78340"
"AGGFACT:1","MEDOMR:78341"
"AGGFACT:1","MEDOMR:78342"
"AGGFACT:1","MEDOMR:78343"
"AGGFACT:1","MEDOMR:78344"
"AGGFACT:1","MEDOMR:78345"
"AGGFACT:1","MEDOMR:78346"
"AGGFACT:1","MEDOMR:78347"
"AGGFACT:1","MEDOMR:78348"
"AGGFACT:1","MEDOMR:78349"
"AGGFACT:1","MEDOMR:78350"
"AGGFACT:1","MEDOMR:78351"
"AGGFACT:1","MEDOMR:78352"
"AGGFACT:1","MEDOMR:78353"
"AGGFACT:1","MEDOMR:78354"
"AGGFACT:1","MEDOMR:78355"
"AGGFACT:1","MEDOMR:78356"
"AGGFACT:1","MEDOMR:78357"
"AGGFACT:1","MEDOMR:78358"
"AGGFACT:1","MEDOMR:78359"
"AGGFACT:1","MEDOMR:78360"
"AGGFACT:1","MEDOMR:78361"
"AGGFACT:1","MEDOMR:78362"
"AGGFACT:1","MEDOMR:78363"
"AGGFACT:1","MEDOMR:78364"
"AGGFACT:1","MEDOMR:78365"
"AGGFACT:1","MEDOMR:78366"
"AGGFACT:1","MEDOMR:78367"
"AGGFACT:1","MEDOMR:78368"
"AGGFACT:1","MEDOMR:78369"
"AGGFACT:1","MEDOMR:78372"
"AGGFACT:1","MEDOMR:78374"
"AGGFACT:1","MEDOMR:78375"
"AGGFACT:1","MEDOMR:78377"
"AGGFACT:1","MEDOMR:78379"
"AGGFACT:1","MEDOMR:78381"
"AGGFACT:1","MEDOMR:78382"
"AGGFACT:1","MEDOMR:78616"
"AGGFACT:1","MEDOMR:78617"
"AGGFACT:1","MEDOMR:80288"
"AGGFACT:1","MEDOMR:80289"
"AGGFACT:1","MEDOMR:80290"
"AGGFACT:1","MEDOMR:80291"
"AGGFACT:1","MEDOMR:80292"
"AGGFACT:1","MEDOMR:80293"
"AGGFACT:1","MEDOMR:80294"
"AGGFACT:1","MEDOMR:80295"
"AGGFACT:1","MEDOMR:80296"
"AGGFACT:1","MEDOMR:80297"
"AGGFACT:1","MEDOMR:80298"
"AGGFACT:1","MEDOMR:80299"
"AGGFACT:1","MEDOMR:80300"
"AGGFACT:1","MEDOMR:80301"
"AGGFACT:1","MEDOMR:80302"
"AGGFACT:1","MEDOMR:80303"
"AGGFACT:1","MEDOMR:80304"
"AGGFACT:1","MEDOMR:80305"
"AGGFACT:1","MEDOMR:80306"
"AGGFACT:1","MEDOMR:80307"
"AGGFACT:1","MEDOMR:80308"
"AGGFACT:1","MEDOMR:80309"
"AGGFACT:1","MEDOMR:80310"
"AGGFACT:1","MEDOMR:80311"
"AGGFACT:1","MEDOMR:80312"
"AGGFACT:1","MEDOMR:80313"
"AGGFACT:1","MEDOMR:80314"
"AGGFACT:1","MEDOMR:80315"
"AGGFACT:1","MEDOMR:80316"
"AGGFACT:1","MEDOMR:80317"
"AGGFACT:1","MEDOMR:80318"
"AGGFACT:1","MEDOMR:80319"
"AGGFACT:1","MEDOMR:80320"
"AGGFACT:1","MEDOMR:80321"
"AGGFACT:1","MEDOMR:80322"
"AGGFACT:1","MEDOMR:80323"
"AGGFACT:1","MEDOMR:80324"
"AGGFACT:1","MEDOMR:80325"
"AGGFACT:1","MEDOMR:80326"
"AGGFACT:1","MEDOMR:80327"
"AGGFACT:1","MEDOMR:80328"
"AGGFACT:1","MEDOMR:80329"
"AGGFACT:1","MEDOMR:80330"
"AGGFACT:1","MEDOMR:80331"
"AGGFACT:1","MEDOMR:80332"
"AGGFACT:1","MEDOMR:80333"
"AGGFACT:1","MEDOMR:80334"
"AGGFACT:1","MEDOMR:80335"
"AGGFACT:1","MEDOMR:80336"
"AGGFACT:1","MEDOMR:80337"
"AGGFACT:1","MEDOMR:80338"
"AGGFACT:1","MEDOMR:80339"
"AGGFACT:1","MEDOMR:80340"
"AGGFACT:1","MEDOMR:80341"
"AGGFACT:1","MEDOMR:80342"
"AGGFACT:1","MEDOMR:80343"
"AGGFACT:1","MEDOMR:80344"
"AGGFACT:1","MEDOMR:80345"
"AGGFACT:1","MEDOMR:80346"
"AGGFACT:1","MEDOMR:80347"
"AGGFACT:1","MEDOMR:80348"
"AGGFACT:1","MEDOMR:80349"
"AGGFACT:1","MEDOMR:80350"
"AGGFACT:1","MEDOMR:80351"
"AGGFACT:1","MEDOMR:80352"
"AGGFACT:1","MEDOMR:80353"
"AGGFACT:1","MEDOMR:80354"
"AGGFACT:1","MEDOMR:80355"
"AGGFACT:1","MEDOMR:80356"
"AGGFACT:1","MEDOMR:80357"
"AGGFACT:1","MEDOMR:80358"
"AGGFACT:1","MEDOMR:80359"
"AGGFACT:1","MEDOMR:80360"
"AGGFACT:1","MEDOMR:80361"
"AGGFACT:1","MEDOMR:80362"
"AGGFACT:1","MEDOMR:80369"
"AGGFACT:1","MEDOMR:80372"
"AGGFACT:1","MEDOMR:80375"
"AGGFACT:1","MEDOMR:80376"
"AGGFACT:1","MEDOMR:80377"
"AGGFACT:1","MEDOMR:80378"
"AGGFACT:1","MEDOMR:80379"
"AGGFACT:1","MEDOMR:80380"
"AGGFACT:1","MEDOMR:80381"
"AGGFACT:1","MEDOMR:80382"
"AGGFACT:1","MEDOMR:80383"
"AGGFACT:1","MEDOMR:80384"
"AGGFACT:1","MEDOMR:80385"
"AGGFACT:1","MEDOMR:80386"
"AGGFACT:1","MEDOMR:80388"
"AGGFACT:1","MEDOMR:80389"
"AGGFACT:1","MEDOMR:117829"
"AGGFACT:1","MEDOMR:122854"
"AGGFACT:1","MEDOMR:125084"
"AGGFACT:1","MEDOMR:125085"
"AGGFACT:1","MEDOMR:125086"
"AGGFACT:1","MEDOMR:125087"
"AGGFACT:1","MEDOMR:125088"
"AGGFACT:1","MEDOMR:125089"
"AGGFACT:1","MEDOMR:125090"
"AGGFACT:1","MEDOMR:125091"
"AGGFACT:1","MEDOMR:125487"
"AGGFACT:1","MEDOMR:125488"
"AGGFACT:1","MEDOMR:128313"
"AGGFACT:1","MEDOMR:134296"
"AGGFACT:1","MEDOMR:134297"
"AGGFACT:1","MEDOMR:134298"
"AGGFACT:1","MEDOMR:134299"
"AGGFACT:1","MEDOMR:134300"
"AGGFACT:1","MEDOMR:134301"
"AGGFACT:1","MEDOMR:134302"
"AGGFACT:1","MEDOMR:134303"
"AGGFACT:1","MEDOMR:134304"
"AGGFACT:1","MEDOMR:134305"
"AGGFACT:1","MEDOMR:134306"
"AGGFACT:1","MEDOMR:134307"
"AGGFACT:1","MEDOMR:134308"
"AGGFACT:1","MEDOMR:134309"
"AGGFACT:1","MEDOMR:134310"
